cID,name,inchi,mp,bp,sID,filename,state,state_original,resolution,spectrometer,original_spectrum,collection,origin,owner,source_reference,nist_source,date
C552454,"Benzene, 1-(chloromethyl)-2-methyl-","InChI=1S/C8H9Cl/c1-7-4-2-3-5-8(7)6-9/h2-5H,6H2,1H3",,,0,C552454_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5524572,Ethyl mesitylglyoxylate,"InChI=1S/C13H16O3/c1-5-16-13(15)12(14)11-9(3)6-8(2)7-10(11)4/h6-7H,5H2,1-4H3",,,0,C5524572_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5524607,"Phosphoramidous acid, p-tolyl-, diethyl ester","InChI=1S/C11H18NO2P/c1-4-13-15(14-5-2)12-11-8-6-10(3)7-9-11/h6-9,12H,4-5H2,1-3H3",,,0,C5524607_IR_0.jdx,liquid,LIQUID,4,PERKIN-ELMER,cob4393,COBLENTZ,STANDARD OIL OF OHIO,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 4393,COBLENTZ,"Not specified, most likely prior to 1970"
C5524629,"Phosphoramidous acid, p-methoxy phenyl-, diethyl ester","InChI=1S/C11H18NO3P/c1-4-14-16(15-5-2)12-10-6-8-11(13-3)9-7-10/h6-9,12H,4-5H2,1-3H3",,,0,C5524629_IR_0.jdx,liquid,LIQUID,4,PERKIN-ELMER,cob4394,COBLENTZ,STANDARD OIL OF OHIO,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 4394,COBLENTZ,"Not specified, most likely prior to 1970"
C5524630,"Phosphoramidous acid,[p-(dimethylamino)phenyl]-,diethyl ester","InChI=1S/C12H21N2O2P/c1-5-15-17(16-6-2)13-11-7-9-12(10-8-11)14(3)4/h7-10,13H,5-6H2,1-4H3",,,0,C5524630_IR_0.jdx,liquid,LIQUID,4,PERKIN-ELMER,cob4389,COBLENTZ,STANDARD OIL OF OHIO,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 4389,COBLENTZ,"Not specified, most likely prior to 1970"
C55270718,(2-Chlorophenyl)(4-hydroxyphenyl)methanone,"InChI=1S/C13H9ClO2/c14-12-4-2-1-3-11(12)13(16)9-5-7-10(15)8-6-9/h1-8,15H",,,0,C55270718_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55270718,(2-Chlorophenyl)(4-hydroxyphenyl)methanone,"InChI=1S/C13H9ClO2/c14-12-4-2-1-3-11(12)13(16)9-5-7-10(15)8-6-9/h1-8,15H",,,1,C55270718_IR_1.jdx,,,,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob3163,COBLENTZ,,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3163,COBLENTZ,"Not specified, most likely prior to 1970"
C552829,"Benzenamine, N-methyl-N-phenyl-","InChI=1S/C13H13N/c1-14(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3",,125-126 C AT 12 mmHg,0,C552829_IR_0.jdx,liquid,LIQUID,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob3797,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3797,COBLENTZ,"Not specified, most likely prior to 1970"
C552863,"Ethanone, 1,2-di-2-furanyl-2-hydroxy-","InChI=1S/C10H8O4/c11-9(7-3-1-5-13-7)10(12)8-4-2-6-14-8/h1-6,9,11H",,,0,C552863_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55289366,3-bromo-o-toluidine,"InChI=1S/C7H8BrN/c1-5-6(8)3-2-4-7(5)9/h2-4H,9H2,1H3",,,0,C55289366_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55289537,"1,3-Propanediol, 2-methyl-, diacetate","InChI=1S/C8H14O4/c1-6(4-11-7(2)9)5-12-8(3)10/h6H,4-5H2,1-3H3",,,0,C55289537_IR_0.jdx,solution,"SOLUTION (10% IN CCl4 FOR 3800-1333, 10% IN CS2 FOR 1333-450 CM^-^1)",4,DOW KBr FOREPRISM-GRATING,cob10359,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10359,COBLENTZ,1964/02/28
C552896,"Benzaldehyde, 2-nitro-",InChI=1S/C7H5NO3/c9-5-6-3-1-2-4-7(6)8(10)11/h1-5H,,,0,C552896_IR_0.jdx,solution,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob1790,COBLENTZ,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 1790,COBLENTZ,"Not specified, most likely prior to 1970"
C5531306,1-Cyclohexyl-2-methyl-2-propanol,"InChI=1S/C10H20O/c1-10(2,11)8-9-6-4-3-5-7-9/h9,11H,3-8H2,1-2H3",,,0,C5531306_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55314573,2-Pentynoic acid ethyl ester,"InChI=1S/C7H10O2/c1-3-5-6-7(8)9-4-2/h3-4H2,1-2H3",,,0,C55314573_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C553173,Bis(2-methoxyphenyl) carbonate,"InChI=1S/C15H14O5/c1-17-11-7-3-5-9-13(11)19-15(16)20-14-10-6-4-8-12(14)18-2/h3-10H,1-2H3",,,0,C553173_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C553173,Bis(2-methoxyphenyl) carbonate,"InChI=1S/C15H14O5/c1-17-11-7-3-5-9-13(11)19-15(16)20-14-10-6-4-8-12(14)18-2/h3-10H,1-2H3",,,1,C553173_IR_1.jdx,solution,"SOLUTION (SATURATED IN CCl4 FOR 4000-1330 CM^-^1, SATURATED IN CS2 FOR 1330-600 CM^-^1)",4,BECKMAN IR-7 (GRATING),cob6194,COBLENTZ III,WESTERN REGIONAL RES. USDA,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 6194,COBLENTZ,1964/06/24
C553173,Bis(2-methoxyphenyl) carbonate,"InChI=1S/C15H14O5/c1-17-11-7-3-5-9-13(11)19-15(16)20-14-10-6-4-8-12(14)18-2/h3-10H,1-2H3",,,2,C553173_IR_2.jdx,solid,SOLID (NUJOL MULL),4,BECKMAN IR-7 (GRATING),cob6195,COBLENTZ III,WESTERN REGIONAL RES. USDA,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 6195,COBLENTZ,1964/06/23
C55321998,"Pyrazinecarboxamide, 3,4-dihydro-3-oxo-","InChI=1S/C5H5N3O2/c6-4(9)3-5(10)8-2-1-7-3/h1-2H,(H2,6,9)(H,8,10)",,,0,C55321998_IR_0.jdx,solid,"SOLID (0.5 mg / 650 mg, KBr DISC)",2,PERKIN-ELMER 21 (GRATING),cob7401,COBLENTZ III,SOUTHERN RESEARCH INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 7401,COBLENTZ,1957/06/13
C553264,"4,4'-Bipyridine",InChI=1S/C10H8N2/c1-5-11-6-2-9(1)10-3-7-12-8-4-10/h1-8H,,,0,C553264_IR_0.jdx,solid,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-450 CM^-^1",2,DOW KBr FOREPRISM-GRATING,cob7029,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 07029,COBLENTZ,1965/06/04
C553275,Aniline mustard,"InChI=1S/C10H13Cl2N/c11-6-8-13(9-7-12)10-4-2-1-3-5-10/h1-5H,6-9H2",,,0,C553275_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5532901,"Carbamic acid, phenyl-, propyl ester","InChI=1S/C10H13NO2/c1-2-8-13-10(12)11-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3,(H,11,12)",51 C,,0,C5532901_IR_0.jdx,solid,SOLID (2 mg / 100 mg KBr),4,"Not specified, most likely a grating spectrometer.",cob2426,COBLENTZ,"CITRUS EXPERIMENT STATION, UNIVERSITY OF FLORIDA (G. EDWARDS)",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2426,COBLENTZ,"Not specified, most likely prior to 1970"
C5535488,"Benzene, (ethenylsulfonyl)-","InChI=1S/C8H8O2S/c1-2-11(9,10)8-6-4-3-5-7-8/h2-7H,1H2",,,0,C5535488_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C553606,Isopropyl nicotinate,"InChI=1S/C9H11NO2/c1-7(2)12-9(11)8-4-3-5-10-6-8/h3-7H,1-2H3",,,0,C553606_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C553684,"P-aminobenzoate, 2-(isobutylamino)ethyl-, hydrochloride","InChI=1S/C13H20N2O2.ClH/c1-10(2)9-15-7-8-17-13(16)11-3-5-12(14)6-4-11;/h3-6,10,15H,7-9,14H2,1-2H3;1H",192-196 C,,0,C553684_IR_0.jdx,solid,SOLID (KCl DISC) VS KCl,2,PERKIN-ELMER 21 (GRATING),cob5177,COBLENTZ III,,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 05177,COBLENTZ,1962/11/16
C553695,Fenyramidol,"InChI=1S/C13H14N2O/c16-12(11-6-2-1-3-7-11)10-15-13-8-4-5-9-14-13/h1-9,12,16H,10H2,(H,14,15)",,,0,C553695_IR_0.jdx,solid,SOLID (1 mg / 200 mg KBr DISC),2,PERKIN-ELMER 21 (GRATING),cob5023,COBLENTZ III,,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 05023,COBLENTZ,1964/05/12
C55373767,1-Ethynyl-1-cyclooctanol,"InChI=1S/C10H16O/c1-2-10(11)8-6-4-3-5-7-9-10/h1,11H,3-9H2",,,0,C55373767_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5538181,"Adipic acid, di-p-tolyl ester","InChI=1S/C20H22O4/c1-15-7-11-17(12-8-15)23-19(21)5-3-4-6-20(22)24-18-13-9-16(2)10-14-18/h7-14H,3-6H2,1-2H3",,,0,C5538181_IR_0.jdx,solid,SOLID (KBr PELLET),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob785,COBLENTZ,"TENNESSEE EASTMAN COMPANY, RESEARCH LABORATORIES",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 785,COBLENTZ,1960
C553822,"Benzene, 2,4-dichloro-1-methoxy-","InChI=1S/C7H6Cl2O/c1-10-7-3-2-5(8)4-6(7)9/h2-4H,1H3",,,0,C553822_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5538512,Acetylsalicyloyl chloride,"InChI=1S/C9H7ClO3/c1-6(11)13-8-5-3-2-4-7(8)9(10)12/h2-5H,1H3",,,0,C5538512_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C553866,2-Coumaranone,"InChI=1S/C8H6O2/c9-8-5-6-3-1-2-4-7(6)10-8/h1-4H,5H2",,,0,C553866_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C553946,"Benzene, 2-bromo-1,4-dimethyl-","InChI=1S/C8H9Br/c1-6-3-4-7(2)8(9)5-6/h3-5H,1-2H3",,,0,C553946_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C553979,"p-Benzoquinone, 2-methyl-","InChI=1S/C7H6O2/c1-5-4-6(8)2-3-7(5)9/h2-4H,1H3",,,0,C553979_IR_0.jdx,solution,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob3175,COBLENTZ,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3175,COBLENTZ,"Not specified, most likely prior to 1970"
C554007,"Benzenamine, 2,4-dichloro-","InChI=1S/C6H5Cl2N/c7-4-1-2-6(9)5(8)3-4/h1-3H,9H2",,,0,C554007_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C554007,"Benzenamine, 2,4-dichloro-","InChI=1S/C6H5Cl2N/c7-4-1-2-6(9)5(8)3-4/h1-3H,9H2",,,1,C554007_IR_1.jdx,solution,"SOLUTION (10% CCl4 FOR 3800-1340, 10% CS2 FOR 1340-450 CM^-^1)",2,DOW KBr FOREPRISM-GRATING,cob5787,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 05787,COBLENTZ,1964/03/31
C5540603,4-Chloro-3-nitrophenylacetamide,"InChI=1S/C8H7ClN2O3/c9-6-2-1-5(4-8(10)12)3-7(6)11(13)14/h1-3H,4H2,(H2,10,12)",,,0,C5540603_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55406138,3-Methylthiophene-2-carbonitrile,"InChI=1S/C6H5NS/c1-5-2-3-8-6(5)4-7/h2-3H,1H3",,,0,C55406138_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C554121,Methyl propionate,"InChI=1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3",,,0,C554121_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55418525,"4-(3,4-Methylenedioxyphenyl)-2-butanone","InChI=1S/C11H12O3/c1-8(12)2-3-9-4-5-10-11(6-9)14-7-13-10/h4-6H,2-3,7H2,1H3",,,0,C55418525_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C554212,CAS Reg. No. 554-21-2,,,,0,C554212_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C5543317,CAS Reg. No. 5543-31-7,,,,0,C5543317_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55436,"Dibenzylamine, n-(2-chloroethyl)-, hydrochloride","InChI=1S/C16H18ClN.ClH/c17-11-12-18(13-15-7-3-1-4-8-15)14-16-9-5-2-6-10-16;/h1-10H,11-14H2;1H",,,0,C55436_IR_0.jdx,solid,SOLID (NUJOL MULL),2,PERKIN-ELMER 21 (GRATING),cob7324,COBLENTZ III,"SMITH, KLINE & FRENCH LABS.",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 7324,COBLENTZ,1956/10/02
C55440556,"5-Chloro-2,4-dimethoxyphenyl isocyanate","InChI=1S/C9H8ClNO3/c1-13-8-4-9(14-2)7(11-5-12)3-6(8)10/h3-4H,1-2H3",,,0,C55440556_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C554529,"Phenol, 4-(2-aminoethyl)-2-methoxy-","InChI=1S/C9H13NO2/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,11H,4-5,10H2,1H3",,,0,C554529_IR_0.jdx,solid,SOLID (1.5 mg / 100 mg KBr PELLET),4,"Not specified, most likely a grating spectrometer.",cob3620,COBLENTZ,"CITRUS EXPERIMENT STATION, UNIVERSITY OF FLORIDA (G. EDWARDS)",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3620,COBLENTZ,"Not specified, most likely prior to 1970"
C554687,"Ethanamine,n,n-diethyl-, hydrochloride","InChI=1S/C6H15N.ClH/c1-4-7(5-2)6-3;/h4-6H2,1-3H3;1H",,,0,C554687_IR_0.jdx,solid,SOLID (KBr DISC),2,PERKIN-ELMER 157,cob9311,COBLENTZ III,"BRITISH PETROLEUM CO. LTD., ENGLAND",Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 9311,COBLENTZ,1972/05/18
C554687,"Ethanamine,n,n-diethyl-, hydrochloride","InChI=1S/C6H15N.ClH/c1-4-7(5-2)6-3;/h4-6H2,1-3H3;1H",255 C,,1,C554687_IR_1.jdx,solid,"SOLID (SPLIT MULL, FLUOROLUBE FOR 3800-1330 AND NUJOL FOR 1330-400 CM ^-^1)",4,BECKMAN IR-9 (GRATING),cob10247,COBLENTZ II,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10247,COBLENTZ,1953/12/10
C55474903,"2-Pyrimidinecarbamonitrile, 4,6-dimethyl-","InChI=1S/C7H8N4/c1-5-3-6(2)11-7(10-5)9-4-8/h3H,1-2H3,(H,9,10,11)",,,0,C55474903_IR_0.jdx,solid,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-470 CM^-^1",2,DOW KBr FOREPRISM-GRATING,cob7479,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 07479,COBLENTZ,1968/08/13
C55482229,"4,6-Pyrimidinediol, 2-amino-5-nitroso-","InChI=1S/C4H4N4O3/c5-4-6-2(9)1(8-11)3(10)7-4/h(H4,5,6,7,9,10)",,,0,C55482229_IR_0.jdx,solid,SOLID (SPLIT MULL),2,DOW KBr FOREPRISM-GRATING,cob6630,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 06630,COBLENTZ,1965/03/11
C554847,"Phenol, 3-nitro-","InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",,,0,C554847_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55496554,4-(2-Methylamino)ethyl)pyridine,"InChI=1S/C8H12N2/c1-9-5-2-8-3-6-10-7-4-8/h3-4,6-7,9H,2,5H2,1H3",,,0,C55496554_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C55496554,4-(2-Methylamino)ethyl)pyridine,"InChI=1S/C8H12N2/c1-9-5-2-8-3-6-10-7-4-8/h3-4,6-7,9H,2,5H2,1H3",,,1,C55496554_IR_1.jdx,solution,SOLUTION (10% CCl4 FOR 3800-460 CM^-^1),2,DOW KBr FOREPRISM-GRATING,cob8188,COBLENTZ,DOW CHEMICAL COMPANY,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 8188,COBLENTZ,1965/03/10
C555033,"Benzene, 1-methoxy-3-nitro-","InChI=1S/C7H7NO3/c1-11-7-4-2-3-6(5-7)8(9)10/h2-5H,1H3",,,0,C555033_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C555102,β-Phellandrene,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,6,8,10H,3,5,7H2,1-2H3",,,0,C555102_IR_0.jdx,,,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob4982,COBLENTZ,"INTERNATIONAL FLAVORS & FRAGRANCES, INC.",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 4982,COBLENTZ,"Not specified, most likely prior to 1970"
C55514313,"Imidazole, 2-methyl-, hydrochloride","InChI=1S/C4H6N2.ClH/c1-4-5-2-3-6-4;/h2-3H,1H3,(H,5,6);1H",,,0,C55514313_IR_0.jdx,liquid,LIQUID (NEAT),2,PERKIN-ELMER 157,cob9393,COBLENTZ III,"BRITISH PETROLEUM CO. LTD., ENGLAND",Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 9393,COBLENTZ,1972/07/24
C555157,5-Nitro-2-furaldoxime,"InChI=1S/C5H4N2O4/c8-6-3-4-1-2-5(11-4)7(9)10/h1-3,8H",,,0,C555157_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C555168,"Benzaldehyde, 4-nitro-",InChI=1S/C7H5NO3/c9-5-6-1-3-7(4-2-6)8(10)11/h1-5H,,,0,C555168_IR_0.jdx,solution,"SOLUTION (CCl4 FOR 3800-1330, CS2 FOR 1330-400 CM^-^1)",2,DOW KBr FOREPRISM-GRATING,cob8654,COBLENTZ,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 8654,COBLENTZ,1963/05/17
C555215,"Benzeneacetonitrile, 4-nitro-","InChI=1S/C8H6N2O2/c9-6-5-7-1-3-8(4-2-7)10(11)12/h1-4H,5H2",,,0,C555215_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C555215,"Benzeneacetonitrile, 4-nitro-","InChI=1S/C8H6N2O2/c9-6-5-7-1-3-8(4-2-7)10(11)12/h1-4H,5H2",,,1,C555215_IR_1.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob1411,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 1411,COBLENTZ,"Not specified, most likely prior to 1970"
C55538595,"[1,1'-Bicyclohexyl]-2-ol, 5-(1,1-dimethylethyl)-","InChI=1S/C16H30O/c1-16(2,3)13-9-10-15(17)14(11-13)12-7-5-4-6-8-12/h12-15,17H,4-11H2,1-3H3",,,0,C55538595_IR_0.jdx,solution,"SOLUTION (10% CCl4 FOR 2.5-7.5, 10% CS2 FOR 7.5-16 MICRON)",4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob792,COBLENTZ,,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 792,COBLENTZ,1960
