filename,title,jcamp-dx,data type,class,origin,owner,date,names,molform,source reference,$nist id,$nist source,$nist image,spectrometer/data system,state,sampling procedure,resolution,data processing,xunits,yunits,xfactor,yfactor,deltax,firstx,lastx,firsty,maxx,minx,maxy,miny,npoints,xydata,end,x_min,x_max,y_min,y_max,path length,mp,bp,instrument parameters,xlabel,ylabel,cas name,cas registry no,$nist doc file,instrument resolution,ir source,aperture,beamsplitter,detector,scanner speed,phase correction,interferogram zerofill,spectral interval after zerofilling,spectral range,apodization,folding limits,number of interferograms averaged per single channel spectrum,$spectra version,$uncertainty in y,sample description,pressure,temperature,$nist psd file,external diffuse reflectance accessory,detector (dia. det. port in sphere),sphere diameter,acquisition mode,coadded scans,phase resolution,zerofilling,spectral resolution,wavenumber accuracy,apodization function,low pass filter,switch gain on
C17750913_IR_0.jdx,"CARBAMIC ACID, n-BUTYL-, 2-(BENZYLMETHYLAMINO)ETHYL ESTER HYDROCHLORIDE",4.24,INFRARED SPECTRUM,COBLENTZ III,SMITH KLINE & FRENCH LABS.,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1963/01/08,2-[benzyl(methyl)amino]ethyl butylcarbamate hydrochloride,C15 H25 Cl N2 O2,COBLENTZ NO. 7293,,COBLENTZ,cob7293,PERKIN-ELMER 21 (GRATING),SOLID (OIL MULL),TRANSMISSION,2,DIGITIZED BY NIST FROM HARD COPY,MICROMETERS,TRANSMITTANCE,1.0,1,0.004902,1.995,14.8968,0.798,14.8968,1.995,0.935,0.067,2633,(X++(Y..Y)),,1.995,14.8968,0.067,0.935,,,,NaCl PRISM,,,,17750-91-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1775275_IR_0.jdx,2-Bromo-1-indanone,4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 9 H 7 Br O,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,2.48,4000.7,549.759,0.07307,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.07307,,,,,,,,1775-27-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17754686_IR_0.jdx,"P-PHENYLENEDIAMINE, N,N'-DIMETHYL-N,N'-DIPHENYL-",4.24,INFRARED SPECTRUM,COBLENTZ,"TENNESSEE EASTMAN COMPANY, RESEARCH LABORATORIES",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1960,"N<1>,N<4>-dimethyl-N<1>,N<4>-diphenyl-1,4-benzenediamine",C20 H20 N2,COBLENTZ NO. 763,,COBLENTZ,cob763,"Not specified, most likely a prism, grating, or hybrid spectrometer.",SOLID (KBr PELLET),TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY,MICROMETERS,TRANSMITTANCE,1.0,1,0.006839,2.041,15.9846,0.716,15.9846,2.041,1.001,0.04,2040,(X++(Y..Y)),,2.041,15.9846,0.04,1.001,,,,,,,,17754-68-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17759852_IR_0.jdx,"ETHENE, 1-BROMO-1-CHLORO-",4.24,INFRARED SPECTRUM,COBLENTZ,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1975/06/18,1-bromo-1-chloroethylene,C2 H2 Br Cl,COBLENTZ NO. 10484,,COBLENTZ,cob10484,BECKMAN IR-9 (GRATING),GAS (10 mmHg DILUTED TO A TOTAL PRESSURE OF 600 mmHg WITH N2),TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,0.876682,390.415,3798.95,0.615,3798.95,390.415,0.998,0.05,3889,(X++(Y..Y)),,390.415,3798.95,0.05,0.998,10 CM CELL,,,"ORDER CHANGES AT 670, 1200, 2000 CM^-^1",,,,17759-85-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17759852_IR_1.jdx,"ETHENE, 1-BROMO-1-CHLORO-",4.24,INFRARED SPECTRUM,COBLENTZ,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1975/06/18,1-bromo-1-chloroethylene,C2 H2 Br Cl,COBLENTZ NO. 10484,,COBLENTZ,cob-r10484,BECKMAN IR-9 (GRATING),"GAS (10 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",TRANSMISSION,2,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,1.310407,392.138,3793.95,0.609,3793.95,392.138,1,0.0530233,2597,(X++(Y..Y)),,392.138,3793.95,0.053,1.0,10 CM CELL,,,"ORDER CHANGES: 670, 1200, 2000 CM^-^1",,,,17759-85-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17759852_IR_2.jdx,"ETHENE, 1-BROMO-1-CHLORO-",4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1975/06/19,1-bromo-1-chloroethylene,C2 H2 Br Cl,COBLENTZ NO. 10041,,COBLENTZ,cob10041,BECKMAN IR-9 (GRATING),SOLUTION (5% IN CCl4 FOR 3800-1330 AND 5% IN CS2 FOR 1330-400 CM^-^1),TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,0.869567,400.87,3797.4,0.014,3797.4,400.87,0.982,0.014,3907,(X++(Y..Y)),,400.87,3797.4,0.014,0.982,"0.011, 0.011 CM",,,"ORDER CHANGES AT 670, 1200, 2000 CM^-^1",,,,17759-85-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17764919_IR_0.jdx,"Propiophenone, 3'-bromo-2'-hydroxy-,",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 9 H 9 Br O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,8.201e-05,4.0,450.0,3966.0,0.00123,3966,450,0.8201,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,0.8200999999999999,,,,,,,,17764-91-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17764920_IR_0.jdx,"Propiophenone, 4-bromo-2-hydroxy-,",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 9 H 9 Br O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,9.5087e-05,4.0,450.0,3966.0,0.012837,3966,450,0.95087,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,0.9508700000000001,,,,,,,,17764-92-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17776782_IR_0.jdx,Bis(2-Chlorophenyl)phosphorochloridate,4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 12 H 8 Cl 3 O 3 P,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92934,549.9,3999.5,37.62,3999.53,549.863,0.48425,0,1789,(X++(Y..Y)),,549.863,3999.5,0.0,0.48425,,,,,,,,17776-78-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1778025_IR_0.jdx,3Beta-ACETOXYPREGN-5-EN-20-ONE,4.24,INFRARED SPECTRUM,COBLENTZ III,THE WORCESTER FOUNDATION FOR EXPERIMENTAL BIOLOGY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1964/08/07,20-oxopregn-5-en-3-yl acetate,C23 H34 O3,COBLENTZ NO. 6161,,COBLENTZ,cob6161,BECKMAN IR-7,SOLID (KBr DISC),TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,0.710661,600.711,3999.09,0.574,3999.09,600.711,0.966,0.029,4783,(X++(Y..Y)),,600.711,3999.09,0.029,0.966,,,,,,,,1778-02-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1779197_IR_0.jdx,"1,3,6-Trioxacyclooctane",4.24,INFRARED SPECTRUM,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 5 H 10 O 3,,,MSDC-IR,,HP-GC/MS/IRD,gas,,,,1/CM,ABSORBANCE,1.0,4.8e-06,4.0,550.0,3846.0,0.001613,3846,550,0.048,0,825,(X++(Y..Y)),,550.0,3846.0,0.0,0.048,,,,,,,,1779-19-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17793952_IR_0.jdx,"cis-1,2-Dihydrocatechol",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 6 H 8 O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,1.548,4000.7,549.759,0.011028,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.011028000000000001,,,,,,,,17793-95-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1779482_IR_0.jdx,"PHOSPHINIC ACID, PHENYL-",4.24,INFRARED SPECTRUM,COBLENTZ,"TENNESSEE EASTMAN COMPANY, RESEARCH LABORATORIES",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,"Not specified, most likely prior to 1970",phenylphosphinic acid,C6 H7 O2 P,COBLENTZ NO. 1545,,COBLENTZ,cob1545,"Not specified, most likely a prism, grating, or hybrid spectrometer.",SOLID (KBr PELLET),TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY,MICROMETERS,TRANSMITTANCE,1.0,1,0.006819,2.041,16.0066,0.81,16.0066,2.041,0.984,0.02,2049,(X++(Y..Y)),,2.041,16.0066,0.02,0.984,,,,,,,,1779-48-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1780194_IR_0.jdx,"QUINALDINE, 1,2,3,4-TETRAHYDRO-",4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1964/04/06,"2-methyl-1,2,3,4-tetrahydroquinoline",C10 H13 N,COBLENTZ NO. 10330,,COBLENTZ,cob10330,DOW KBr FOREPRISM-GRATING,"SOLUTION (10% IN CCl4 FOR 3800-1330, 10% IN CS2 FOR 1330-400 CM^-^1)",TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,0.876682,390.415,3765.64,0.109,3765.64,390.415,1.005,0.008,3851,(X++(Y..Y)),,390.415,3765.64,0.008,1.005,"0.011, 0.011 CM",,,"BLAZED AT 3.5, 12.0, 20.0 MICRON, CHANGED AT 5.0, 7.5, 14.9 MICRON",,,,1780-19-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1783251_IR_0.jdx,"N,N-Dimethyl-N'-phenylformamidine",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 9 H 12 N 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,2.356,4000.7,549.759,0.309036,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.30903600000000003,,,,,,,,1783-25-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C178374782_IR_0.jdx,"3,5-Difluoro-4-hydroxypropiophenone",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 9 H 8 F 2 O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,4.202,4000.7,549.759,0.140022,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.140022,,,,,,,,178374-78-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1783819_IR_0.jdx,"Benzenamine, 3-(methylthio)-",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 7 H 9 N S,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.000149155,4.0,450.0,3966.0,0.00358,3966,450,1.49155,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,1.49155,,,,,,,,1783-81-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1783819_IR_1.jdx,"Aniline, 3-methylthio-",4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1964/04/02,3-(methylsulfanyl)phenylamine 3-(methylsulfanyl)aniline,C7 H9 N S,COBLENTZ NO. 8906,,COBLENTZ,cob8906,BECKMAN IR-9 (GRATING),"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400)",TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH I) FROM HARD COPY,1/CM,TRANSMITTANCE,1,1,1,3810,401,0.9231,3810,401,0.9784,0.0059,3410,(X++(Y..Y)),,401.0,3810.0,0.0059,0.9784,"0.011 CM, 0.011 CM",,,"ORDER CHANGES: 670, 1200, 2000 CM^-^1",,,,1783-81-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1783966_IR_0.jdx,D-ASPARTIC ACID,4.24,INFRARED SPECTRUM,COBLENTZ III,SMITH KLINE & FRENCH LABS.,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1965/10/21,aspartic acid,C4 H7 N O4,COBLENTZ NO. 5818,,COBLENTZ,cob5818,PERKIN-ELMER 521 (GRATING),"SOLID (MULL, KBr PLATES)",TRANSMISSION,2,DIGITIZED BY NIST FROM HARD COPY (FROM TWO SEGMENTS),1/CM,TRANSMITTANCE,1.0,1,0.968525,249.879,4017.44,0.063,4017.44,249.879,0.988992,0.037,3891,(X++(Y..Y)),,249.879,4017.44,0.037,0.989,,270 C,,"ORDER CHANGES: 1999, 690 CM^-^1",,,,1783-96-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1785951_IR_0.jdx,"2-Benzoyl-1,3-indanedione",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 16 H 10 O 3,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,1.643,4000.7,549.759,0.232043,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.232043,,,,,,,,1785-95-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1785984_IR_0.jdx,"2(2-ACETYL-1-PHENYLETHYL) 1,3-INDANDIONE",4.24,INFRARED SPECTRUM,COBLENTZ,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,"Not specified, most likely prior to 1970","2-(3-oxo-1-phenylbutyl)-1H-indene-1,3(2H)-dione",C19 H16 O3,COBLENTZ NO. 1614,,COBLENTZ,cob1614,"Not specified, most likely a prism, grating, or hybrid spectrometer.",SOLID (MINERAL OIL MULL),TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY,MICROMETERS,TRANSMITTANCE,1.0,1,0.006846,2.034,15.8698,0.296,15.8698,2.034,0.877,0.027,2022,(X++(Y..Y)),,2.034,15.8698,0.027,0.877,,,,,,,,1785-98-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17861062_IR_0.jdx,"Purine, 6-ethoxy-",4.24,INFRARED SPECTRUM,COBLENTZ III,SOUTHERN RESEARCH INSTITUTE,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1959/09/21,ethyl 7H-purin-6-yl ether 6-ethoxy-7H-purine,C7 H8 N4 O,COBLENTZ NO. 8680,,COBLENTZ,cob8680,PERKIN-ELMER 21 (GRATING),SOLID (0.7 mg / 650 mg KBr DISC),TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH II) FROM HARD COPY,1/CM,TRANSMITTANCE,1.0,1,,603,3975,0.6118,3975,603,0.7879,0.1039,3373,(X++(Y..Y)),,603.0,3975.0,0.1039,0.7879,,,,FILTER CHANGE ABOUT 1030 CM^-^1,,,,17861-06-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17862714_IR_0.jdx,"2-Naphthalenamine, N-phenyl-, hydrochloride",4.24,INFRARED SPECTRUM,COBLENTZ III,"BRITISH PETROLEUM CO. LTD., ENGLAND",Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1972/06/02,"N-phenyl-2-naphthalenamine hydrochloride 2-Naphthylamine, N-phenyl-, hydrochloride",C16 H14 Cl N,COBLENTZ NO. 9326,,COBLENTZ,cob9326,PERKIN-ELMER 157,"SOLID (KBr DISC, 0.8% WT.)",TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH II) FROM HARD COPY,1/CM,TRANSMITTANCE,1.0,1,,668,4000,0.6073,4000,668,0.6794,0.0182,3333,(X++(Y..Y)),,668.0,4000.0,0.0182,0.6794,,,,,,,,17862-71-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17864152_IR_0.jdx,"Benzene, 1,2,4-tris-trimethylsilyl-,",4.24,INFRARED SPECTRUM,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 15 H 30 Si 3,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.000135236,4.0,450.0,3966.0,0.058692,3966,450,1.35236,0,880,(X++(Y..Y)),,450.0,3966.0,0.0,1.35236,,,,,,,,17864-15-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17865859_IR_0.jdx,"OCTASILSESQUIOXANE, OCTAMETHYL-",4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CORNING CORP.,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1964/10/15,"1,3,5,7,9,11,13,15-octamethylpentacyclo[9.5.1.1<3,9>.1<5,15>.1<7,13>]octasiloxane",C8 H24 O12 Si8,COBLENTZ NO. 06665,,COBLENTZ,cob6665,PERKIN-ELMER 521 (GRATING),"SOLID (OIL MULL, KRS-5 PLATES)",TRANSMISSION,2,DIGITIZED BY COBLENTZ SOCIETY (BATCH I) FROM HARD COPY,1/CM,TRANSMITTANCE,1,1,1,253,3800,1.0049,3800,253,1.0053,0,3548,(X++(Y..Y)),,253.0,3800.0,0.0,1.0053,,MORE THAN 300 C,,"FILTERS AT 3150, 2500, 2000, 1150, 700, 410. GRATING CHANGES: 2000, 630",Wavenumbers (cm-1),% Transmission,,17865-85-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17874327_IR_0.jdx,6-t-Butyl-4-methylcoumarin,4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 14 H 16 O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,0.791,4000.7,549.759,0.373125,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.373125,,,,,,,,17874-32-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17878443_IR_0.jdx,p-TRIMETHYLSILOXY BROMOBENZENE,4.24,INFRARED SPECTRUM,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,"Not specified, most likely prior to 1970",4-bromophenyl trimethylsilyl ether (4-bromophenoxy)(trimethyl)silane,C9 H13 Br O Si,COBLENTZ NO. 3324,,COBLENTZ,cob3324,"Not specified, most likely a prism, grating, or hybrid spectrometer.",LIQUID,TRANSMISSION,4,DIGITIZED BY NIST FROM HARD COPY,MICROMETERS,TRANSMITTANCE,1.0,1,0.006816,2.027,15.9934,0.967,15.9934,2.027,0.967,0.029,2050,(X++(Y..Y)),,2.027,15.9934,0.029,0.967,0.0015 CM,,,,,,,17878-44-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17881888_IR_0.jdx,"Silane, methoxydimethylphenyl-",4.24,INFRARED SPECTRUM,COBLENTZ II,DOW CORNING CORP.,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1966/03/07,methoxy(dimethyl)phenylsilane dimethyl(phenyl)silyl methyl ether,C9 H14 O Si,COBLENTZ NO. 6206,,COBLENTZ,cob6206,PERKIN-ELMER 521 (GRATING),"SOLUTION (11% CCl4 FOR 3800-1280, 3% CS2 FOR 1280-620, AND 11% CCl4 FOR 620-240) VS SOLVENT",,2,,1/CM,TRANSMITTANCE,1.0,1,,243,3816,0.7043,3816,243,0.9107,0.0515,3574,(X++(Y..Y)),,243.0,3816.0,0.0515,0.9107,"0.012 CM, 0.011 CM, AND 0.010 CM",,,"FILTERS AT 3150, 2500, 2000, 1150, 700, 410. GRATING CHANGES: 2000, 630",,,,17881-88-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17894256_IR_0.jdx,"2,5-Dimethoxybenzhydrazide",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 9 H 12 N 2 O 3,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,3.97,4000.7,549.759,0.05597,4.921e-05,1790,(X++(Y..Y)),,549.759,4000.7,4.921e-05,0.05597,,,,,,,,17894-25-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C179113_IR_0.jdx,"3,5-Difluorobenzophenone",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 13 H 8 F 2 O,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,2.601,4000.7,549.759,0.651451,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.651451,,,,,,,,179-11-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1792172_IR_0.jdx,"N,N'-Di-n-butylurea",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 9 H 20 N 2 O,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,3.85796,501.5,4000.7,2.54,4000.7,501.534,0.05123,7.155e-06,908,(X++(Y..Y)),,501.534,4000.7,7.155e-06,0.05123,,,,,,,,1792-17-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1792810_IR_0.jdx,"cis-1,2-Cyclohexanediol",4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 6 H 12 O 2,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,1.92898,549.8,4000.7,1.528,4000.7,549.759,0.067968,0,1790,(X++(Y..Y)),,549.759,4000.7,0.0,0.067968,,,,,,,,1792-81-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17928288_IR_0.jdx,"Trisiloxane, 1,1,1,3,5,5,5-heptamethyl-3-(trimethylsiloxy)-",4.24,INFRARED SPECTRUM,COBLENTZ III,DOW CORNING CORP.,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,1965/01/28,"1,1,1,3,5,5,5-heptamethyl-3-[(trimethylsilyl)oxy]trisiloxane",C10 H30 O3 Si4,COBLENTZ NO. 6209,,COBLENTZ,cob6209,PERKIN-ELMER 521 (GRATING),"SOLUTION (10% CCl4 FOR 3800-1300, 2% CS2 FOR 1300-650, AND 10% CCl4 FOR 650-240) VS SOLVENT",,2,,1/CM,TRANSMITTANCE,1.0,1,,238,3818,0.8573,3818,238,0.9338,0.0067,3581,(X++(Y..Y)),,238.0,3818.0,0.0067,0.9338,"0.012 CM, 0.012 CM, AND 0.011 CM",,184-90 C,"FILTERS AT 3150, 2500, 2000, 1150, 700, 410. GRATING CHANGES: 2000, 630",,,,17928-28-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1793073_IR_0.jdx,2-Carbomethoxyphenyl isocyanate,4.24,INFRARED SPECTRUM,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,,C 9 H 7 N O 3,,,MSDC-IR,,,gas,,,,1/CM,ABSORBANCE,1.0,0.001,3.85796,501.5,4000.7,0.5347,4000.7,501.534,0.040074,0,908,(X++(Y..Y)),,501.534,4000.7,0.0,0.040074,,,,,,,,1793-07-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
